,accuracy,accuracy_std,accuracy_train,complexity,complexity_final,epsilon,eqOpTrue_train,eqOpFalse_train,accTrue_train,accFalse_train,eqOpTrue,eqOpFalse,accTrue,accFalse,hamming,hamming_pos,hamming_neg,hamming_tr,hamming_pos_tr,hamming_neg_tr,hamming_True,hamming_pos_True,hamming_neg_True,hamming_tr_True,hamming_pos_tr_True,hamming_neg_tr_True,hamming_False,hamming_pos_False,hamming_neg_False,hamming_tr_False,hamming_pos_tr_False,hamming_neg_tr_False,hamGap_std,hamGap_pos_std,hamGap_neg_std,ip,eps_test,acc_diff,eps_train,acc_diff_train
0,0.7846333333333334,0.0054005143787935255,0.7855777777777778,10.0,8.8,0.01,0.04386088284851417,0.040975760377711855,0.7659078379185625,0.7984872372968461,0.03934019607753915,0.04284526752790074,0.7639874810270154,0.7981409617031845,0.21539999999999998,0.9586237089706369,0.004276701319160549,0.21442592592592594,0.9577713125674696,0.003295575605918092,0.236097192978065,0.9606598039224608,0.005215691489825164,0.23409216208143752,0.9561391171514858,0.00398136667347167,0.20185903829681537,0.9571547324720994,0.0036918342774129253,0.20151888340336194,0.9590242396222882,0.0028649589018715903,0.008590976967472715,0.00790468645146909,0.0021886616329737144,5789.5,0.0035050714503615937,0.03415348067616908,0.0028851224708023177,0.03257939937828358
1,0.7853333333333332,0.004575295983139609,0.7868222222222222,15.0,12.6,0.01,0.04885286950707339,0.04800665906484476,0.7671898133551418,0.7997077841055592,0.04782276024661327,0.045206838828868876,0.7656952241503505,0.7981380982909669,0.21473333333333336,0.9536092357294745,0.004878733542103493,0.2131851851851852,0.951624376986976,0.0034477892534538557,0.23430477584964932,0.9521772397533868,0.005570893901535111,0.23281018664485825,0.9511471304929267,0.0038830173752805023,0.20197306601537574,0.9547931611711311,0.004469354695628543,0.20030449562674266,0.9519933409351553,0.00317459110630888,0.01057881300469106,0.008154129871661754,0.0018590179866481654,5756.0,0.002615921417744395,0.03244287414061642,0.0008462104422286287,0.0325179707504174
2,0.7867,0.005980431050982503,0.787925925925926,20.0,18.5,0.01,0.05537726226176033,0.05302652940120432,0.7686278388090338,0.8005914044306428,0.05575509149108622,0.05222471574239675,0.7672445878831189,0.799395636650494,0.21333333333333337,0.946216897426503,0.005133833666830859,0.2121,0.9459512247991988,0.0036666278919047883,0.23275541211688103,0.9442449085089137,0.0060067477856074105,0.23139082487144386,0.9446227377382396,0.0040917836264119534,0.20065915787005406,0.9477752842576033,0.004601658879728514,0.19943926744621626,0.9469734705987956,0.0033993621435665427,0.010516769411168017,0.008824009528291722,0.0018946379283031854,5726.7,0.003530375748689467,0.03215104876737507,0.0023507328605560096,0.03196356562160896
3,0.8033333333333333,0.005901035690641272,0.8040666666666667,10.0,9.2,0.05,0.1778960950819602,0.1739908636387359,0.7860301421286622,0.8159046376300656,0.17780657156117902,0.16959514238656875,0.7855098778314435,0.8150061899940498,0.1974,0.8267997907469583,0.018618829226962706,0.19655185185185187,0.8243216612477889,0.018246905621034506,0.21566103072021123,0.822193428438821,0.02236498516508955,0.21476435287749046,0.82210390491804,0.021212443997405246,0.18543624478709322,0.8304048576134313,0.016236485430197907,0.18459815217163117,0.8260091363612642,0.01638242198072608,0.006761082879367749,0.013400200620350208,0.005875901374958792,5306.9,0.008211429174610263,0.029496312162606286,0.0039052314432242996,0.02987449550140342
4,0.8035666666666668,0.006594694837519015,0.8054148148148148,15.0,14.3,0.05,0.19015557265774563,0.1807011911978335,0.7882271578981018,0.8166969239377753,0.18547066320993047,0.17724001221749083,0.7857117906717835,0.8152821501476598,0.1971,0.8192247317344172,0.020371757008430504,0.19506666666666667,0.8152068353674332,0.01893223467655472,0.21513605580984363,0.8145293367900696,0.02404517191929193,0.21246410900210466,0.8098444273422544,0.022085284252950844,0.18526682570345082,0.8227599877825093,0.01805903627092791,0.18364679888669116,0.8192988088021664,0.01694959300165525,0.009792784058863113,0.018712175999833564,0.005230830355640631,5266.8,0.008230650992439636,0.029570359475876273,0.00945438145991212,0.02846976603967344
5,0.8045666666666665,0.005990826320300069,0.8062074074074074,20.0,18.2,0.05,0.19239796364180675,0.18586717980745882,0.7885552730281719,0.8177948392165207,0.19077001256720966,0.18552871554062694,0.7859693564997117,0.8167760118799527,0.19619999999999999,0.8121946756715313,0.021177560162916657,0.19419999999999998,0.8113051124845863,0.01892761553372142,0.2149719020396283,0.8092299874327903,0.025521988858909307,0.21201446747742542,0.8076020363581933,0.022207588532754223,0.18388405047178796,0.814471284459373,0.018447938231545346,0.182505908447007,0.8141328201925411,0.016864408833439093,0.012346134757013058,0.02801616970620873,0.00367288773774749,5243.4,0.005241297026582714,0.030806655380241077,0.006530783834347936,0.029239566188348887
6,0.8170666666666666,0.0047791212581393926,0.8181222222222221,10.0,8.7,0.1,0.30144661588697474,0.3046268599662382,0.7998674778250782,0.8301060441547546,0.29374977273671143,0.30156902967637694,0.7975816148341602,0.8298403359963386,0.18303333333333333,0.7018369871349877,0.03573248421991103,0.18196296296296294,0.6967484620700558,0.03574261305330117,0.20250370939792178,0.7062502272632886,0.04196462524406619,0.20027264156786173,0.6985533841130251,0.04147456389553588,0.1702690731940334,0.698430970323623,0.03181480803947346,0.1699430432294493,0.6953731400337618,0.03214085516395281,0.011638728033274186,0.023263156836573918,0.005394424700596407,4913.0,0.007819256939665509,0.03225872116217832,0.003180244079263428,0.030238566329676475
7,0.8182333333333333,0.005170536185391653,0.8193851851851852,15.0,14.2,0.1,0.3121872663796673,0.3122867383096005,0.8016501219349141,0.8310265342683566,0.3095143971701958,0.30870166636083524,0.800872716906559,0.829620867718693,0.18203333333333332,0.6909473356387725,0.0374813131156968,0.18085555555555555,0.6877565955348077,0.036879857372387206,0.1993787574181199,0.6904856028298042,0.042858472189823305,0.19871426491371405,0.6878127336203326,0.04284147015093039,0.17065337695680607,0.6912983336391647,0.03408916653441706,0.16913311536506262,0.6877132616903994,0.03313420842345702,0.012247928814924825,0.024816592743629674,0.00541308791156889,4883.1,0.0008127308093605623,0.028748150812134,9.947192993320364e-05,0.02937641233344246
8,0.8185666666666667,0.0051791247651831445,0.8198185185185185,20.0,19.1,0.1,0.3166759819025553,0.3164507732089796,0.8021733238888679,0.8314007399006836,0.3136882333476609,0.3123779972364658,0.8015441303375279,0.8297382750413375,0.18166666666666667,0.6870456749097263,0.038120231839722685,0.18045185185185184,0.6834523963822796,0.03758360168511109,0.1987077009601907,0.6863117666523392,0.04331379475435977,0.1981907582426559,0.6833240180974447,0.04358119279683559,0.17048000992515228,0.6876220027635341,0.034847344895745876,0.16880804611712782,0.6835492267910205,0.03381527858386062,0.011829136865934136,0.02393012615993482,0.005369247879424502,4872.199999968283,0.0013102361111950733,0.028194144703809543,0.00022520869357572915,0.029227416011815777
9,0.8191333333333333,0.0057661849509783175,0.8201074074074073,10.0,8.2,0.5,0.33252503361185015,0.3311530548639097,0.8026400452639424,0.8315727187661712,0.32903152270865776,0.3296021659188463,0.8021518126640537,0.8302809259226315,0.18106666666666665,0.6705675972768261,0.041963623657160526,0.1799925925925926,0.6682554489920992,0.04131820120480155,0.19818439691534376,0.6709684772913421,0.04755867216617354,0.19751885552375156,0.6674749663881498,0.04774285269745471,0.1698291761301218,0.6703978340811537,0.038451084893937185,0.16848867068834616,0.6688469451360902,0.03728091685417697,0.013102440849625148,0.02445155186483288,0.004483074186319264,4859.8,0.000570643210188515,0.02812911325857781,0.0013719787479404277,0.028932673502228834
10,0.8192333333333334,0.006095626847721787,0.8204407407407407,15.0,13.5,0.5,0.3364307235451428,0.33334065493459064,0.8031444513259896,0.8317934558231557,0.3321347883525937,0.33116163518024894,0.8024818966872571,0.8302289918219016,0.18113333333333334,0.668326543795851,0.042692853222730635,0.17975555555555556,0.6653239849891754,0.041846028987852814,0.19802046298473722,0.6678652116474064,0.048342399180930654,0.19716383415877123,0.6635692764548573,0.048518718892689286,0.17004647913023324,0.6688383648197511,0.03915082489295473,0.1683293100936515,0.6666593450654094,0.03765240157117295,0.012847161329632928,0.025392296919493813,0.0040670752010294456,4853.4,0.000973153172344754,0.02774709513464446,0.0030900686105521658,0.02864900449716612
11,0.819,0.006057135369866594,0.8207111111111111,20.0,19.2,0.5,0.3394493501515651,0.3359702151272531,0.803546566666688,0.8319775259526324,0.3331961208868061,0.33274236645777877,0.8018983846082746,0.830229766692006,0.18139999999999998,0.6669700670661839,0.04342065598575571,0.17952592592592592,0.6625260650270903,0.042345245462755476,0.19860739349506434,0.6668038791131939,0.049454912041893985,0.1968178076990586,0.6605506498484348,0.0490241387708639,0.17009987544106053,0.6672576335422212,0.03963412063520296,0.16817589830320692,0.6640297848727469,0.038147406734283414,0.012893553899324542,0.024907364061827406,0.003510447019271516,4847.2,0.0004537544290273421,0.028331382083731427,0.0034791350243119634,0.028430959285944413
12,0.7787999999999999,0.005004886501099586,0.7788,10.0,0.0,0.0,0.0,0.0,0.7583280239783395,0.792236469160922,0.0,0.0,0.7583510518948178,0.792178464383326,0.22119999999999998,1.0,0.0,0.22119999999999998,1.0,0.0,0.24164894810518214,1.0,0.0,0.24167197602166052,1.0,0.0,0.2078215356166741,1.0,0.0,0.20776353083907795,1.0,0.0,0.009271465190609224,0.0,0.0,5972.4,0.0,0.03382741248850818,0.0,0.033908445182582514
13,0.7787999999999999,0.005004886501099586,0.7788,15.0,0.0,0.0,0.0,0.0,0.7583280239783395,0.792236469160922,0.0,0.0,0.7583510518948178,0.792178464383326,0.22119999999999998,1.0,0.0,0.22119999999999998,1.0,0.0,0.24164894810518214,1.0,0.0,0.24167197602166052,1.0,0.0,0.2078215356166741,1.0,0.0,0.20776353083907795,1.0,0.0,0.009271465190609224,0.0,0.0,5972.4,0.0,0.03382741248850818,0.0,0.033908445182582514
14,0.7787999999999999,0.005004886501099586,0.7788,20.0,0.0,0.0,0.0,0.0,0.7583280239783395,0.792236469160922,0.0,0.0,0.7583510518948178,0.792178464383326,0.22119999999999998,1.0,0.0,0.22119999999999998,1.0,0.0,0.24164894810518214,1.0,0.0,0.24167197602166052,1.0,0.0,0.2078215356166741,1.0,0.0,0.20776353083907795,1.0,0.0,0.009271465190609224,0.0,0.0,5972.4,0.0,0.03382741248850818,0.0,0.033908445182582514
15,0.8191333333333333,0.0057661849509783175,0.8201074074074073,10.0,8.2,1.0,0.33252503361185015,0.3311530548639097,0.8026400452639424,0.8315727187661712,0.32903152270865776,0.3296021659188463,0.8021518126640537,0.8302809259226315,0.18106666666666665,0.6705675972768261,0.041963623657160526,0.1799925925925926,0.6682554489920992,0.04131820120480155,0.19818439691534376,0.6709684772913421,0.04755867216617354,0.19751885552375156,0.6674749663881498,0.04774285269745471,0.1698291761301218,0.6703978340811537,0.038451084893937185,0.16848867068834616,0.6688469451360902,0.03728091685417697,0.013102440849625148,0.02445155186483288,0.004483074186319264,4859.8,0.000570643210188515,0.02812911325857781,0.0013719787479404277,0.028932673502228834
16,0.8192666666666666,0.00609152416613992,0.8204407407407407,15.0,13.5,1.0,0.3364307235451428,0.33339989664075176,0.8031444513259896,0.8317934558231557,0.33246812168592704,0.33116163518024894,0.8025637297478136,0.8302289918219016,0.18106666666666668,0.6681809833882818,0.04264961932735666,0.17975555555555556,0.6652903658935292,0.04185552972415988,0.19785679686362428,0.667531878314073,0.04823393931108249,0.19716383415877123,0.6635692764548573,0.048518718892689286,0.17004647913023324,0.6688383648197511,0.03915082489295473,0.1683293100936515,0.6666001033592482,0.037667836051802676,0.012833032893840635,0.025652093454090103,0.004060601932008598,4853.4,0.001306486505678106,0.027665262074087926,0.0030308269043910485,0.02864900449716612
17,0.819,0.006057135369866594,0.8207111111111111,20.0,19.2,1.0,0.3394493501515651,0.3359702151272531,0.803546566666688,0.8319775259526324,0.3331961208868061,0.33274236645777877,0.8018983846082746,0.830229766692006,0.18139999999999998,0.6669700670661839,0.04342065598575571,0.17952592592592592,0.6625260650270903,0.042345245462755476,0.19860739349506434,0.6668038791131939,0.049454912041893985,0.1968178076990586,0.6605506498484348,0.0490241387708639,0.17009987544106053,0.6672576335422212,0.03963412063520296,0.16817589830320692,0.6640297848727469,0.038147406734283414,0.012893553899324542,0.024907364061827406,0.003510447019271516,4847.2,0.0004537544290273421,0.028331382083731427,0.0034791350243119634,0.028430959285944413
